Nonce,Sender,GethJSONRPC Hash,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) Hash,GethJSONRPC Time,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) Time,Time diff,GethJSONRPC message len,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) message len,Hashes are equal
1,0x9f74690ee240cbf32d1e3f924b0b2df8782a4365,0xcbedfe87c4cfa08610823bb3d6d13edb8384bf14e792c4c455b8512ea63360ad,0xcbedfe87c4cfa08610823bb3d6d13edb8384bf14e792c4c455b8512ea63360ad,2023-10-23T17:24:33.285233,2023-10-23T17:24:33.045251,239982,677,472,true
26,0x53383a8ad7ca1c33711173760e9ce821f58c293d,0x28100c84b0398fbc302fb3977e64963a173f6af5258606d421b1c3355e7aa701,0x28100c84b0398fbc302fb3977e64963a173f6af5258606d421b1c3355e7aa701,2023-10-23T17:24:04.852113,2023-10-23T17:24:04.636066,216046,1923,1658,true
78,0x6d363b81f870632b3dfe88bae54ab0ec3dc0a30e,0x8b437b32c85a74395aae7229046a2fa33fa75006fec0c00b55f4671f633327bc,0x8b437b32c85a74395aae7229046a2fa33fa75006fec0c00b55f4671f633327bc,2023-10-23T17:24:10.119818,2023-10-23T17:24:09.919697,200120,1038,770,true
9,0x1fd9cd3ea8c19ce97518938f1e8bdb5f179371c4,0x74e3bfd659c1f535657a828d40cbcdc814b798ff1cb93d2201e30b2a9b944af6,0x74e3bfd659c1f535657a828d40cbcdc814b798ff1cb93d2201e30b2a9b944af6,2023-10-23T17:24:08.845837,2023-10-23T17:24:08.636724,209113,2436,2172,true
23,0xdd9086cd080fd4f3139584246c7088e4bbbaaffa,0xb82f8284705479b88f2836a7969f9bf2a066c435e4326a5ad91fe6292b6c3450,0xb82f8284705479b88f2836a7969f9bf2a066c435e4326a5ad91fe6292b6c3450,2023-10-23T17:24:34.394238,2023-10-23T17:24:34.180324,213914,634,362,true
22,0x1b096dc701c158be5cd2ca922e1842e586d92eac,0xe44a262983169e15ef9ea4ddd79653896767c354d9ac1924db535360fd43fb57,0xe44a262983169e15ef9ea4ddd79653896767c354d9ac1924db535360fd43fb57,2023-10-23T17:24:45.535589,2023-10-23T17:24:45.351317,184272,556,348,true
367,0xb8b06d23335ebef96a70a6b78a75504a7be92b03,0x51bc942524a91facf4d0893df69acfe4d296ad6b3cee5cb90b67ebd6ba4b3d94,0x51bc942524a91facf4d0893df69acfe4d296ad6b3cee5cb90b67ebd6ba4b3d94,2023-10-23T17:24:08.787444,2023-10-23T17:24:08.579110,208333,2436,2174,true
496,0xe592bfe3ecd50771805851626d0d4160e7e10e5b,0x276e45b01091851f5175e807344b178f0907ea9b34c7012d16ea4464a3cce1fa,0x276e45b01091851f5175e807344b178f0907ea9b34c7012d16ea4464a3cce1fa,2023-10-23T17:23:51.192028,2023-10-23T17:23:50.973898,218130,638,368,true
4275357,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x81b020bdb891f4b811b92de913e383b9b6917d682a68f183e24d2bf31ffbcac1,0x81b020bdb891f4b811b92de913e383b9b6917d682a68f183e24d2bf31ffbcac1,2023-10-23T17:24:03.421969,2023-10-23T17:24:03.212515,209453,682,478,true
64,0xb9fb4eb31a61cebac917c987496366f1ec0f6aae,0x12167196f10faeffe909abc24f3ed044f45888b511f3ec7705a130fa51f1a638,0x12167196f10faeffe909abc24f3ed044f45888b511f3ec7705a130fa51f1a638,2023-10-23T17:24:29.064980,2023-10-23T17:24:28.886084,178896,1653,1388,true
11,0x6a28fbc7c5fa1062514b61e93f20d91283028a7b,0x589eec1e063b5a81c5bcf199714b1775c7109cd34770ae9cf7e4cd7ce366a3d5,0x589eec1e063b5a81c5bcf199714b1775c7109cd34770ae9cf7e4cd7ce366a3d5,2023-10-23T17:24:08.869903,2023-10-23T17:24:08.639922,229981,2435,2170,true
1,0xd93effc384ded62c217c4baf97159ae5f7e29c98,0x849aa22e4e4277297955b0ba3806e50fe3120eceed347c1ecb39a752461aeb72,0x849aa22e4e4277297955b0ba3806e50fe3120eceed347c1ecb39a752461aeb72,2023-10-23T17:24:02.571392,2023-10-23T17:24:02.362617,208774,1331,1066,true
216,0xf1d5916e2a4d4d70aee5842d41a989d93104c793,0x1157d839d3680e8b7ebb0e99789f8f549d2094f8b3d885db828874e8be604777,0x1157d839d3680e8b7ebb0e99789f8f549d2094f8b3d885db828874e8be604777,2023-10-23T17:23:59.004955,2023-10-23T17:23:58.870949,134006,757,488,true
55,0x9e83f1d8eecb29c0f65bbb388d044c20d6f108fe,0xd09aac43ca0efbfd1a3218638623859d862959339afbab9e8ebcf62b0b304754,0xd09aac43ca0efbfd1a3218638623859d862959339afbab9e8ebcf62b0b304754,2023-10-23T17:24:40.577132,2023-10-23T17:24:40.421144,155988,758,488,true
116,0x5aedafdde2d74b80b930d2de817fd4a85977c5ef,0xf50ca94f0e0c113336017542e0b25492a11e8a1c744d82205292de7ab2858b9b,0xf50ca94f0e0c113336017542e0b25492a11e8a1c744d82205292de7ab2858b9b,2023-10-23T17:24:22.478435,2023-10-23T17:24:22.242054,236381,757,486,true
9,0x496b0c31c54a77d4262cc0b5af142c5c4a7002ea,0x4fc05fbaf1be45a025eebb449c171719e41e7c2a21194036295a029c42d825e3,0x4fc05fbaf1be45a025eebb449c171719e41e7c2a21194036295a029c42d825e3,2023-10-23T17:24:08.860822,2023-10-23T17:24:08.643858,216963,2436,2172,true
53,0x6fbe47073432aea573d7c1312e461683cce53558,0xe60e168ce11ed6a6d1f3d71c0b5df6b0b60142262ed6bf6858588560cd42bb66,0xe60e168ce11ed6a6d1f3d71c0b5df6b0b60142262ed6bf6858588560cd42bb66,2023-10-23T17:24:30.143533,2023-10-23T17:24:30.008715,134818,693,420,true
1284,0xebce90c29db7a9a202851a0a21a65d215ad3bcd8,0x7114f7cdc56f8a8eedf23b2fe3bbe71ad376d2127176e76f6db242450a35fe9b,0x7114f7cdc56f8a8eedf23b2fe3bbe71ad376d2127176e76f6db242450a35fe9b,2023-10-23T17:24:13.449853,2023-10-23T17:24:13.092411,357442,680,476,true
69,0xdee19c6a0437ae05819aad8e1b80a778e959c3b3,0x8b6a4ecd847a472b7397661f7c00a3c5aacbf9ffa51f34a747ea3275eef41ddb,0x8b6a4ecd847a472b7397661f7c00a3c5aacbf9ffa51f34a747ea3275eef41ddb,2023-10-23T17:24:27.069976,2023-10-23T17:24:26.851362,218613,759,488,true
403689,0x95b564f3b3bae3f206aa418667ba000afafacc8a,0x1eb7bf9b84078ae92b265111be79d9fb3b16c5d93a9dd645da877223f634dbc3,0x1eb7bf9b84078ae92b265111be79d9fb3b16c5d93a9dd645da877223f634dbc3,2023-10-23T17:24:11.107577,2023-10-23T17:24:10.962505,145071,764,494,true
5321755,0x9696f59e4d72e237be84ffd425dcad154bf96976,0xe8c1a10e3169d5b8bf0387680a7faffff92ad9f5565b6e1d9932d2ff0f7220f8,0xe8c1a10e3169d5b8bf0387680a7faffff92ad9f5565b6e1d9932d2ff0f7220f8,2023-10-23T17:24:34.939645,2023-10-23T17:24:34.794045,145599,641,370,true
146,0xbd630d63b6bb7a6392ef1d5937f16f124ff2a273,0xfac4dd9d337eb3ad25754b26665d43e2a7f693973c79f7b02ad524279c4332aa,0xfac4dd9d337eb3ad25754b26665d43e2a7f693973c79f7b02ad524279c4332aa,2023-10-23T17:24:39.495798,2023-10-23T17:24:39.329680,166118,1910,1646,true
7748514,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x9f799e7c6885fb83067df219083d4cdf5f85208b0f65bb1afe57f836c822a572,0x9f799e7c6885fb83067df219083d4cdf5f85208b0f65bb1afe57f836c822a572,2023-10-23T17:24:20.332523,2023-10-23T17:24:20.178286,154237,643,372,true
4275353,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x2b44fdc436a5aa4c2c3adeb32932d335e05eb492dee4f6026642fc20d9e4ea6c,0x2b44fdc436a5aa4c2c3adeb32932d335e05eb492dee4f6026642fc20d9e4ea6c,2023-10-23T17:24:01.408965,2023-10-23T17:24:01.222135,186830,559,352,true
93,0x3c92075d31b5f81d4cebd97046ffdf27ce80b6d5,0x2798f2991f790fce01c1f6c63a92ef989f69dfe0edadf3511f72ef751be277b4,0x2798f2991f790fce01c1f6c63a92ef989f69dfe0edadf3511f72ef751be277b4,2023-10-23T17:23:58.231160,2023-10-23T17:23:58.012825,218334,758,486,true
1559581,0x974caa59e49682cda0ad2bbe82983419a2ecc400,0x6829227a16e79792aa7f6743f024139a14046bdb59048c6d7adbc10c9dca1719,0x6829227a16e79792aa7f6743f024139a14046bdb59048c6d7adbc10c9dca1719,2023-10-23T17:24:37.247201,2023-10-23T17:24:37.111426,135775,684,478,true
8025126,0x28c6c06298d514db089934071355e5743bf21d60,0xb11f3e9882b357f94428be692017852d0a3f3311bdf61bb5ef8dea30d7ad318d,0xb11f3e9882b357f94428be692017852d0a3f3311bdf61bb5ef8dea30d7ad318d,2023-10-23T17:24:06.044151,2023-10-23T17:24:05.854031,190120,765,494,true
428,0x1491ede12bab14993a489711cd6f05bfa6b3e9bd,0x38780968a48c47bc8bdd8cc429e4c6c10ebd728214d067f09584b6dbf2a253e1,0x38780968a48c47bc8bdd8cc429e4c6c10ebd728214d067f09584b6dbf2a253e1,2023-10-23T17:24:37.158460,2023-10-23T17:24:36.947317,211143,759,490,true
9,0x447b4d8ac9c3183b7c2acd57132b5ea22df40da9,0x21f419864ccb9454caaf6965b8303de5792c3e16cd49397393f16dbcc3ecaf67,0x21f419864ccb9454caaf6965b8303de5792c3e16cd49397393f16dbcc3ecaf67,2023-10-23T17:24:08.835425,2023-10-23T17:24:08.636732,198693,2436,2172,true
102251,0x2759bc7b8f9f2b47eeeffb2f5751e0cff3ff1ad8,0x96f50f5d07ce1ae414f912bd7f670d8c8566a9d26a5e383e2f1bdef7bda4d634,0x96f50f5d07ce1ae414f912bd7f670d8c8566a9d26a5e383e2f1bdef7bda4d634,2023-10-23T17:24:16.482239,2023-10-23T17:24:16.327918,154320,638,370,true
145,0xb0121b9bed030b58fac4421cfcc1ec1a65d9b93d,0xe23bf966bb25aa0d47fdc913ffb61b5b1032b3c19bbe67ed49381d0ca3a2b53b,0xe23bf966bb25aa0d47fdc913ffb61b5b1032b3c19bbe67ed49381d0ca3a2b53b,2023-10-23T17:23:53.563810,2023-10-23T17:23:53.427015,136795,761,490,true
0,0x6fbfc0f68f39213e9f957b078315f4ab498aaaa9,0xf3d3afb9fd3488446e5d941568230925fd2d03fbfd17b1ae24b92b4d24bee783,0xf3d3afb9fd3488446e5d941568230925fd2d03fbfd17b1ae24b92b4d24bee783,2023-10-23T17:24:12.786058,2023-10-23T17:24:12.571413,214645,833,566,true
54,0xb73bc2c2212767f8ce852c2d2a1745fcfa608e83,0x7e2c9c950726740db298dcb6ec128830d90882fc35fd82939bedfb199974a1db,0x7e2c9c950726740db298dcb6ec128830d90882fc35fd82939bedfb199974a1db,2023-10-23T17:23:57.646017,2023-10-23T17:23:57.427690,218327,2742,2476,true
54075,0x20bb82f2db6ff52b42c60ce79cde4c7094ce133f,0x5c1864ee79a94fe9214696c333e6c96fa43b90b40e56ac13cce1825b46f13b12,0x5c1864ee79a94fe9214696c333e6c96fa43b90b40e56ac13cce1825b46f13b12,2023-10-23T17:24:26.075197,2023-10-23T17:24:25.802692,272505,636,366,true
4073,0xd720fc3e6e36fbae705b697564b19b40aa5609fc,0xcb0637a879bb7569970967fc92fb6b07feafb56b67016f59a64d6a6c1a1d6ab8,0xcb0637a879bb7569970967fc92fb6b07feafb56b67016f59a64d6a6c1a1d6ab8,2023-10-23T17:24:03.563045,2023-10-23T17:24:03.355408,207637,1925,1664,true
1424,0xbef3b3373feb700d7818b672bca88bfdfc51999c,0x3ba92a96bd051ab32c108356da5e0d795ea50c0bb437f73f42e9fae809cbea54,0x3ba92a96bd051ab32c108356da5e0d795ea50c0bb437f73f42e9fae809cbea54,2023-10-23T17:23:57.185642,2023-10-23T17:23:57.039859,145783,759,492,true
8025124,0x28c6c06298d514db089934071355e5743bf21d60,0x5fb644fc1c7736c0c8c3780b5d8392b8a0be05db34a859482f22c3f7ceb7a638,0x5fb644fc1c7736c0c8c3780b5d8392b8a0be05db34a859482f22c3f7ceb7a638,2023-10-23T17:23:50.558697,2023-10-23T17:23:50.365260,193437,643,372,true
5411,0x58edf78281334335effa23101bbe3371b6a36a51,0xfc9b114c5625c7ce1eb4037e983b305639c09c30312fcf4c0eaf4393244279df,0xfc9b114c5625c7ce1eb4037e983b305639c09c30312fcf4c0eaf4393244279df,2023-10-23T17:23:50.368562,2023-10-23T17:23:50.182652,185909,763,492,true
608,0x41b0ce3fa4c4b6b1288db1f76c3f00815ec4e6dc,0x8fa6fc76c5bccde81d3772033645f830fbca9cca9687399c0133f6721f42d981,0x8fa6fc76c5bccde81d3772033645f830fbca9cca9687399c0133f6721f42d981,2023-10-23T17:24:27.495842,2023-10-23T17:24:27.354699,141143,638,368,true
289,0x83c2ef352eae1024be04aacc9e46730526222222,0xc9bdfdc1672b631f16f7e15d2761167f7028b6804bbe10f66cf6edc5c454ffcd,0xc9bdfdc1672b631f16f7e15d2761167f7028b6804bbe10f66cf6edc5c454ffcd,2023-10-23T17:24:11.987105,2023-10-23T17:24:11.848713,138392,1145,882,true
0,0x5d8137082ff6f9e77576d5f0011599dea20a75f1,0x3d8dfa700e3a812a23dd9cdcbb42066995cb2ab8f9bbc84d953d1272c1bdd61d,0x3d8dfa700e3a812a23dd9cdcbb42066995cb2ab8f9bbc84d953d1272c1bdd61d,2023-10-23T17:24:08.160893,2023-10-23T17:24:08.015865,145028,756,486,true
139,0x0c10154984f6118314ec2757f823e395e03f9692,0x135615523b847dcd770a5c46ada0f356bf63aa30c5b168bf6ece56019b6e6423,0x135615523b847dcd770a5c46ada0f356bf63aa30c5b168bf6ece56019b6e6423,2023-10-23T17:24:33.294851,2023-10-23T17:24:33.110261,184589,636,366,true
9,0x2c881794f620b7b6a0d028effd1eeb10ad32a0ef,0xa9eb82da3c8ebd339f9901b96295441e1bd0a31bf6323c3d9b7956242c2bfb9c,0xa9eb82da3c8ebd339f9901b96295441e1bd0a31bf6323c3d9b7956242c2bfb9c,2023-10-23T17:24:11.249238,2023-10-23T17:24:11.030844,218394,757,488,true
26,0x296029078e253c540249800eac46aacf4d95d49b,0xad1a090f12fd0fec97aab1f8c32bea30f8805ed2a63b6f872e8ab9233ee5ec41,0xad1a090f12fd0fec97aab1f8c32bea30f8805ed2a63b6f872e8ab9233ee5ec41,2023-10-23T17:23:50.451712,2023-10-23T17:23:50.240556,211155,759,488,true
159736,0x98db3a41bf8bf4ded2c92a84ec0705689ddeef8b,0xac8d87899e06163ea37518a6eda849d8e95dd01659f656ff003642bd12e1f8ca,0xac8d87899e06163ea37518a6eda849d8e95dd01659f656ff003642bd12e1f8ca,2023-10-23T17:24:15.256392,2023-10-23T17:24:15.043206,213186,641,372,true
0,0x93dccc8e604e321d4b7fae53b0aa9571f744300e,0x8a54f68a884d3c28e4f9febe3a5a61d0a7a43ef178558634bd2b9ac041a8395b,0x8a54f68a884d3c28e4f9febe3a5a61d0a7a43ef178558634bd2b9ac041a8395b,2023-10-23T17:24:45.995254,2023-10-23T17:24:45.856053,139201,757,486,true
12484,0x5558c63d5bf229450995adc160c023c9f4d4be80,0xc91809d912cb831853aab9c20613edb31f200bd87d8d0ce2c58a54711b64de9b,0xc91809d912cb831853aab9c20613edb31f200bd87d8d0ce2c58a54711b64de9b,2023-10-23T17:24:22.863313,2023-10-23T17:24:22.731002,132311,2679,2414,true
26,0xdd0f62651f7233fe91b1bfd39e1293bee81cd486,0xf0f2c648fbbbdd2bcc6753f822227db59a9effb4cd51f4602a055f6a6e115ff5,0xf0f2c648fbbbdd2bcc6753f822227db59a9effb4cd51f4602a055f6a6e115ff5,2023-10-23T17:23:56.490933,2023-10-23T17:23:56.357347,133585,1539,1274,true
414,0xd61c8df621c1606576f7a873944553f6f5cdf828,0x8d6b88d1e6707e157e23d245a3a916fa0f02783f5778e648134ff8fc7dde8c68,0x8d6b88d1e6707e157e23d245a3a916fa0f02783f5778e648134ff8fc7dde8c68,2023-10-23T17:24:15.805180,2023-10-23T17:24:15.579708,225472,758,490,true
7,0x71d7555656b69ef352b4f2f36828e33104d220d9,0xace026dd7f3172f8016a2de08eeb4e469047087e433a3a29bb7d2a1686a1c073,0xace026dd7f3172f8016a2de08eeb4e469047087e433a3a29bb7d2a1686a1c073,2023-10-23T17:23:51.432447,2023-10-23T17:23:51.285048,147399,759,486,true
30,0x57056fac13334eb0a499c798aec945f4d4815f50,,0xf72e6f495bc230782dc647f819dfee3805e41b9e6b0d3d8cb75c1100a8eda6e4,0,2023-10-23T17:24:36.997367,0,0,358,
16,0x3320d817cec40a1949d746d6c866e5add326ad02,0xb77d42b1ae5028b46c14dbe946aa2401b570707c58d5b49c415495633c207458,0xb77d42b1ae5028b46c14dbe946aa2401b570707c58d5b49c415495633c207458,2023-10-23T17:24:01.725722,2023-10-23T17:24:01.509821,215900,556,348,true
12,0x8058439502f55b575e478a53431ce26f969d1616,0xeb5b2cbc45b23d08b4c6cdab2730856383b222c859e30231eea654c917d06435,0xeb5b2cbc45b23d08b4c6cdab2730856383b222c859e30231eea654c917d06435,2023-10-23T17:24:22.211851,2023-10-23T17:24:21.981853,229998,631,360,true
1710713,0x00bdb5699745f5b860228c8f939abf1b9ae374ed,0x64bbc016fa4ed75b7612141408034067b28463354af14f113ed4c0acf8c82ac5,0x64bbc016fa4ed75b7612141408034067b28463354af14f113ed4c0acf8c82ac5,2023-10-23T17:24:37.127284,2023-10-23T17:24:36.922246,205038,763,494,true
724686,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0x024d98eb98893e0bf2f193bbc5673f67577fd50473243b92d69fef96c2b6a7dd,0x024d98eb98893e0bf2f193bbc5673f67577fd50473243b92d69fef96c2b6a7dd,2023-10-23T17:24:28.664914,2023-10-23T17:24:28.444674,220239,641,370,true
15033,0x54b50187becd0bbcfd52ec5d538433dab044d2a8,0x5c6f20aa3d91e9de0240ae9b0ec58fa4fc9a4091b61de02a9e1732187228d157,0x5c6f20aa3d91e9de0240ae9b0ec58fa4fc9a4091b61de02a9e1732187228d157,2023-10-23T17:23:52.969474,2023-10-23T17:23:52.747270,222204,558,352,true
158,0x725e704b6933be9896c717f735e5a5edbfc7193f,0xdf25ea12b4d5e904aa3911a5feed6d6b779694c31a43f0c556dde35a45e79c6e,0xdf25ea12b4d5e904aa3911a5feed6d6b779694c31a43f0c556dde35a45e79c6e,2023-10-23T17:24:18.394857,2023-10-23T17:24:18.256574,138282,1015,748,true
120,0x85a87b3cddf98abb77dbef86a54ec6a23ccd2577,0xf19180446a7bd9e16d931561c0094eb9c203d1b568b9810b6d24c9dd35364ceb,0xf19180446a7bd9e16d931561c0094eb9c203d1b568b9810b6d24c9dd35364ceb,2023-10-23T17:24:46.098342,2023-10-23T17:24:45.930217,168125,758,488,true
851,0xb64219c864c19b2e57124e817213177a7e264da9,0x6f025adb893303f8835e85a6a02a26dbaea53fccee40cede5fb6c315b12647a7,0x6f025adb893303f8835e85a6a02a26dbaea53fccee40cede5fb6c315b12647a7,2023-10-23T17:24:44.801619,2023-10-23T17:24:44.591806,209813,760,492,true
15,0x2a9c19fd21dcfd34a762f2b5359a0d824a943cb8,0x9472d95de2aca8caf7909fcc2387ad409213778fbc3fc9f090f256b27fefd23e,0x9472d95de2aca8caf7909fcc2387ad409213778fbc3fc9f090f256b27fefd23e,2023-10-23T17:24:39.881911,2023-10-23T17:24:39.741832,140079,757,488,true
0,0x7d48fdbb9185d262bf4978a71c26607d9d4ade46,0x4f5b3c44dbae3e079d08fb36e6fd027c08624f3e9c62dd584706542da0875284,0x4f5b3c44dbae3e079d08fb36e6fd027c08624f3e9c62dd584706542da0875284,2023-10-23T17:24:44.161313,2023-10-23T17:24:43.981356,179956,633,362,true
1,0x9810e79f1fc45623006fd9df8b2bf6da50e5247b,0xcefbcd5b3346e670cc5a84551782131a3ba4819ae156206b95faf92cf3af42d7,0xcefbcd5b3346e670cc5a84551782131a3ba4819ae156206b95faf92cf3af42d7,2023-10-23T17:23:51.612721,2023-10-23T17:23:51.403879,208842,758,488,true
14,0x63d6d8ea254332f75344ebb2d958d14c5cc390be,0x62135ecc2145f86020f41a563fed3f3c1744b2c9992c6b009df7371ab3b87ce7,0x62135ecc2145f86020f41a563fed3f3c1744b2c9992c6b009df7371ab3b87ce7,2023-10-23T17:24:13.640747,2023-10-23T17:24:13.494370,146377,756,486,true
82291,0x8f3ab0e87b70a57bd4980111a99a1b2c4b8334f4,0x1c226b980796229e14ddc4fa0073b1ce3bc4c7746e1c65b3a28c8065b24a2d43,0x1c226b980796229e14ddc4fa0073b1ce3bc4c7746e1c65b3a28c8065b24a2d43,2023-10-23T17:23:49.500445,2023-10-23T17:23:49.290329,210116,3067,2804,true
3,0xf8c291e44acb0b0f8a216d3a53f891c48c2e0e8a,0x409d4e357041b8cc96bf516bd6160d855641c590527c11cea8bed568b0e114d3,0x409d4e357041b8cc96bf516bd6160d855641c590527c11cea8bed568b0e114d3,2023-10-23T17:24:08.420196,2023-10-23T17:24:08.212879,207316,1092,826,true
3,0x1629279d56d8e73afbc3244c16710fd5ab95b7d9,0x09e52b961bc3f3215d6c3a6eb6bb7253ee059a05632699fbe5e111b98bd874e7,0x09e52b961bc3f3215d6c3a6eb6bb7253ee059a05632699fbe5e111b98bd874e7,2023-10-23T17:24:27.961683,2023-10-23T17:24:27.752601,209081,758,488,true
190,0xb0f304e26029c0b452285a88a078bf208f5dbe7e,0x53dd41f257a143d3a471db1049af190276366d765419baa4a4e99b421a0a9c17,0x53dd41f257a143d3a471db1049af190276366d765419baa4a4e99b421a0a9c17,2023-10-23T17:24:08.803013,2023-10-23T17:24:08.580936,222077,694,424,true
0,0xa6069b286c3b7f0584d3dcaff384892bf7e5d11a,0x4151be41dcde11b4495abeb6c62e0376c1d85f5b59d8dad22f5a4a6899109c28,0x4151be41dcde11b4495abeb6c62e0376c1d85f5b59d8dad22f5a4a6899109c28,2023-10-23T17:24:00.148789,2023-10-23T17:24:00.013429,135359,756,486,true
1,0xb16aa1e042ea3220f8996518b8cd1528877f31ee,0xba48df75001192aed995ebffbee489b2055afc75975105de51f05f476f37fe59,0xba48df75001192aed995ebffbee489b2055afc75975105de51f05f476f37fe59,2023-10-23T17:24:13.474085,2023-10-23T17:24:13.136951,337133,678,472,true
3325701,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0x3147dbdaa1d8e40cca8b4268971ec541bc8b9d3c0c529437e54a02feb2a203df,0x3147dbdaa1d8e40cca8b4268971ec541bc8b9d3c0c529437e54a02feb2a203df,2023-10-23T17:24:44.531425,2023-10-23T17:24:44.396236,135188,644,372,true
6,0x1257be735b6dfaa386dd4c791e4427c7eccb0098,0x4164bb8a662e55848d803e36644a2339cf15238e60a8052c372aebbb4e96f46f,0x4164bb8a662e55848d803e36644a2339cf15238e60a8052c372aebbb4e96f46f,2023-10-23T17:24:27.827465,2023-10-23T17:24:27.662658,164806,755,486,true
10,0x447b4d8ac9c3183b7c2acd57132b5ea22df40da9,0x44a26748dd301fba5bfb58b4abf4d59ee520e865db24f177bc93de64440c527e,0x44a26748dd301fba5bfb58b4abf4d59ee520e865db24f177bc93de64440c527e,2023-10-23T17:24:13.630606,2023-10-23T17:24:08.643807,4986801,2435,2170,true
415,0xd61c8df621c1606576f7a873944553f6f5cdf828,0xf52c56595d26360c438edaa5363c33251e80f75992804fcee3cb4f2597ffbea0,0xf52c56595d26360c438edaa5363c33251e80f75992804fcee3cb4f2597ffbea0,2023-10-23T17:24:47.002039,2023-10-23T17:24:46.785880,216159,2743,2480,true
7352131,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x517eb9cee4a29c00e76d1f76f5fc6aea641bebc32918ee29272b27c3dc3878a9,0x517eb9cee4a29c00e76d1f76f5fc6aea641bebc32918ee29272b27c3dc3878a9,2023-10-23T17:24:20.337747,2023-10-23T17:24:20.199177,138569,765,494,true
25,0xfaec46f9eb46e7b5b561e568e436983765da772b,0xb5d7af2ec88e3cebbcf8997e1e188fc436c05f695f7581639108a16f69081c20,0xb5d7af2ec88e3cebbcf8997e1e188fc436c05f695f7581639108a16f69081c20,2023-10-23T17:24:13.432924,2023-10-23T17:24:13.048330,384594,679,472,true
41,0x75fa6cc9214bef3dfd051c545127a823e16759d5,0xc84e1947a0baa49cec99a9891aa20a3716d78408f334483a259f529d8c468a82,0xc84e1947a0baa49cec99a9891aa20a3716d78408f334483a259f529d8c468a82,2023-10-23T17:24:08.896158,2023-10-23T17:24:08.639139,257019,695,424,true
117,0xe7c7955b41d9efb30a2f04bb7c1c24f130b82c14,0x800f6d97c8cc4a913fc1fdddf9cdfdb8efb15564ae099edff858c3451e00f19e,0x800f6d97c8cc4a913fc1fdddf9cdfdb8efb15564ae099edff858c3451e00f19e,2023-10-23T17:24:23.594439,2023-10-23T17:24:23.371600,222839,634,362,true
6,0x4a7610dd2b85788440f833bcde83b565e30275fb,0x983248496a6f295e6ec9f445dc5827ef5c451317137f3ee96d0378e93be5810f,0x983248496a6f295e6ec9f445dc5827ef5c451317137f3ee96d0378e93be5810f,2023-10-23T17:24:14.173479,2023-10-23T17:24:13.812210,361269,757,486,true
2054,0x0767dae10ff2ca77d2f619545945624d349644e8,0xfcd448a2735d225e961cbc73454e5f80e7f6c0d4ced3d3458a6b425878be9331,0xfcd448a2735d225e961cbc73454e5f80e7f6c0d4ced3d3458a6b425878be9331,2023-10-23T17:24:13.616251,2023-10-23T17:24:13.225065,391186,759,488,true
5412,0x58edf78281334335effa23101bbe3371b6a36a51,0xd9e5c02178d57ae5746b79a425c04bce22a24e5b50e56a7544ec210fc3695f1e,0xd9e5c02178d57ae5746b79a425c04bce22a24e5b50e56a7544ec210fc3695f1e,2023-10-23T17:23:50.418107,2023-10-23T17:23:50.214631,203475,763,492,true
292,0x61c20ae4f127601dda52dfa632dd8285ead364c6,0xc764b753873680c711e21e95d868b489171888d95adf487b5c718e38a4a2e515,0xc764b753873680c711e21e95d868b489171888d95adf487b5c718e38a4a2e515,2023-10-23T17:24:38.854733,2023-10-23T17:24:38.691697,163036,2388,2126,true
114,0xafc8e03b2c30eee4c6857490e197356c2d49ac8b,0x8967c89c7a3b6b77e4275062b99259f515b70f94561595c600776762a2bba241,0x8967c89c7a3b6b77e4275062b99259f515b70f94561595c600776762a2bba241,2023-10-23T17:24:25.655942,2023-10-23T17:24:25.436121,219820,555,346,true
159737,0x98db3a41bf8bf4ded2c92a84ec0705689ddeef8b,0xf8f3301d9429af049c3f3702b2be04efcbdb2477727d37bcd0f58acc52e737df,0xf8f3301d9429af049c3f3702b2be04efcbdb2477727d37bcd0f58acc52e737df,2023-10-23T17:24:44.992795,2023-10-23T17:24:44.841773,151021,643,372,true
23,0x63f8e332893877b4ba6d3539b9dc7a49b7d01a30,0x1c5d754ff1fbbdfba53e9e325f6990eb24ba87e1eaf6ec920d4c48b6cf0d1635,0x1c5d754ff1fbbdfba53e9e325f6990eb24ba87e1eaf6ec920d4c48b6cf0d1635,2023-10-23T17:24:32.696049,2023-10-23T17:24:32.487490,208558,757,486,true
2,0x5b3a2b602c4afb218ac8a9a78573cfab9a9ee221,0x9a90d6c946dce317485a7bb03ecc733aa54f2337a15ab899deeb6c2cd8908e99,0x9a90d6c946dce317485a7bb03ecc733aa54f2337a15ab899deeb6c2cd8908e99,2023-10-23T17:24:22.533687,2023-10-23T17:24:22.320458,213228,1924,1660,true
